labor_force,employed,unemployed,unemp_rate,bls_county
"3,648","3,533",115,3.2,"Trego County, Kansas"
819,798,21,2.6,"Wabaunsee County, Kansas"
"2,927","2,847",80,2.7,"Wallace County, Kansas"
"1,265","1,237",28,2.2,"Washington County, Kansas"
"4,001","3,825",176,4.4,"Wichita County, Kansas"
"1,594","1,525",69,4.3,"Wilson County, Kansas"
"77,858","74,105","3,753",4.8,"Woodson County, Kansas"
"7,246","6,879",367,5.1,"Wyandotte County, Kansas"
"8,969","8,633",336,3.7,"Adair County, Kentucky"
"11,951","11,520",431,3.6,"Allen County, Kentucky"
"3,583","3,335",248,6.9,"Anderson County, Kentucky"
"19,141","18,293",848,4.4,"Ballard County, Kentucky"
"4,648","4,335",313,6.7,"Barren County, Kentucky"
"8,513","7,973",540,6.3,"Bath County, Kentucky"
"70,741","68,362","2,379",3.4,"Bell County, Kentucky"
"9,704","9,317",387,4,"Boone County, Kentucky"
"18,099","17,028","1,071",5.9,"Bourbon County, Kentucky"
"12,612","12,053",559,4.4,"Boyd County, Kentucky"
"3,851","3,664",187,4.9,"Boyle County, Kentucky"
"3,643","3,377",266,7.3,"Bracken County, Kentucky"
"7,990","7,561",429,5.4,"Breathitt County, Kentucky"
"42,322","40,596","1,726",4.1,"Breckinridge County, Kentucky"
"5,206","4,953",253,4.9,"Bullitt County, Kentucky"
"5,419","5,163",256,4.7,"Butler County, Kentucky"
"18,864","18,127",737,3.9,"Caldwell County, Kentucky"
"50,530","48,865","1,665",3.3,"Calloway County, Kentucky"
"2,311","2,198",113,4.9,"Campbell County, Kentucky"
"5,270","5,053",217,4.1,"Carlisle County, Kentucky"
"9,894","8,982",912,9.2,"Carroll County, Kentucky"
"6,734","6,420",314,4.7,"Carter County, Kentucky"
"24,853","23,549","1,304",5.2,"Casey County, Kentucky"
"17,202","16,493",709,4.1,"Christian County, Kentucky"
"5,221","4,852",369,7.1,"Clark County, Kentucky"
"3,869","3,657",212,5.5,"Clay County, Kentucky"
"3,908","3,706",202,5.2,"Clinton County, Kentucky"
"3,134","2,994",140,4.5,"Crittenden County, Kentucky"
"48,018","46,121","1,897",4,"Cumberland County, Kentucky"
"4,868","4,610",258,5.3,"Daviess County, Kentucky"
"2,070","1,878",192,9.3,"Edmonson County, Kentucky"
"5,325","5,033",292,5.5,"Elliott County, Kentucky"
"174,849","169,048","5,801",3.3,"Estill County, Kentucky"
"6,142","5,808",334,5.4,"Fayette County, Kentucky"
"10,907","10,187",720,6.6,"Fleming County, Kentucky"
"25,051","24,115",936,3.7,"Floyd County, Kentucky"
"2,048","1,930",118,5.8,"Franklin County, Kentucky"
"4,073","3,907",166,4.1,"Fulton County, Kentucky"
"7,693","7,352",341,4.4,"Gallatin County, Kentucky"
"11,729","11,223",506,4.3,"Garrard County, Kentucky"
"15,447","14,670",777,5,"Grant County, Kentucky"
"10,995","10,455",540,4.9,"Graves County, Kentucky"
"5,076","4,858",218,4.3,"Grayson County, Kentucky"
"13,459","12,564",895,6.6,"Green County, Kentucky"
"4,089","3,919",170,4.2,"Greenup County, Kentucky"
"49,149","47,158","1,991",4.1,"Hancock County, Kentucky"
"6,554","6,067",487,7.4,"Hardin County, Kentucky"
"8,699","8,339",360,4.1,"Harlan County, Kentucky"
"8,085","7,763",322,4,"Harrison County, Kentucky"
"22,154","21,303",851,3.8,"Hart County, Kentucky"
"8,183","7,865",318,3.9,"Henderson County, Kentucky"
"1,812","1,708",104,5.7,"Henry County, Kentucky"
"19,281","18,429",852,4.4,"Hickman County, Kentucky"
"4,117","3,829",288,7,"Hopkins County, Kentucky"
"400,587","384,318","16,269",4.1,"Jackson County, Kentucky"
"26,425","25,465",960,3.6,"Jefferson County, Kentucky"
"6,763","6,298",465,6.9,"Jessamine County, Kentucky"
"87,686","84,661","3,025",3.4,"Johnson County, Kentucky"
"4,425","4,121",304,6.9,"Kenton County, Kentucky"
"10,114","9,482",632,6.2,"Knott County, Kentucky"
"6,075","5,808",267,4.4,"Knox County, Kentucky"
"24,947","23,679","1,268",5.1,"Larue County, Kentucky"
"5,085","4,717",368,7.2,"Laurel County, Kentucky"
"2,033","1,904",129,6.3,"Lawrence County, Kentucky"
"2,650","2,462",188,7.1,"Lee County, Kentucky"
"6,316","5,904",412,6.5,"Leslie County, Kentucky"
"4,727","4,331",396,8.4,"Letcher County, Kentucky"
"9,366","8,895",471,5,"Lewis County, Kentucky"
"3,702","3,451",251,6.8,"Lincoln County, Kentucky"
"12,453","11,970",483,3.9,"Livingston County, Kentucky"
"3,063","2,907",156,5.1,"Logan County, Kentucky"
"29,386","27,744","1,642",5.6,"Lyon County, Kentucky"
"4,654","4,360",294,6.3,"McCracken County, Kentucky"
"4,285","4,074",211,4.9,"McCreary County, Kentucky"
"46,892","45,083","1,809",3.9,"McLean County, Kentucky"
"2,855","2,477",378,13.2,"Madison County, Kentucky"
"9,627","9,263",364,3.8,"Magoffin County, Kentucky"
"15,078","14,280",798,5.3,"Marion County, Kentucky"
"2,788","2,607",181,6.5,"Marshall County, Kentucky"
"7,254","6,854",400,5.5,"Martin County, Kentucky"
"12,319","11,747",572,4.6,"Mason County, Kentucky"
"2,340","2,162",178,7.6,"Meade County, Kentucky"
"9,871","9,431",440,4.5,"Menifee County, Kentucky"
"4,201","4,028",173,4.1,"Mercer County, Kentucky"
"4,728","4,532",196,4.1,"Metcalfe County, Kentucky"
"11,663","10,967",696,6,"Monroe County, Kentucky"
"4,476","4,193",283,6.3,"Montgomery County, Kentucky"
"10,604","9,890",714,6.7,"Morgan County, Kentucky"
"22,711","21,726",985,4.3,"Muhlenberg County, Kentucky"
"3,287","3,137",150,4.6,"Nelson County, Kentucky"
"9,914","9,348",566,5.7,"Nicholas County, Kentucky"
"33,270","32,176","1,094",3.3,"Ohio County, Kentucky"
"5,229","4,974",255,4.9,"Oldham County, Kentucky"
"1,171","1,088",83,7.1,"Owen County, Kentucky"
"7,058","6,769",289,4.1,"Owsley County, Kentucky"
"8,245","7,723",522,6.3,"Pendleton County, Kentucky"
"19,933","18,751","1,182",5.9,"Perry County, Kentucky"
"5,023","4,724",299,6,"Pike County, Kentucky"
"25,726","24,421","1,305",5.1,"Powell County, Kentucky"
815,775,40,4.9,"Pulaski County, Kentucky"
"6,693","6,363",330,4.9,"Robertson County, Kentucky"
"10,706","10,153",553,5.2,"Rockcastle County, Kentucky"
"6,270","5,906",364,5.8,"Rowan County, Kentucky"
"28,607","27,661",946,3.3,"Russell County, Kentucky"
"24,920","24,052",868,3.5,"Scott County, Kentucky"
"8,836","8,493",343,3.9,"Shelby County, Kentucky"
"10,061","9,694",367,3.6,"Simpson County, Kentucky"
"12,494","11,959",535,4.3,"Spencer County, Kentucky"
"5,312","5,100",212,4,"Taylor County, Kentucky"
"6,001","5,717",284,4.7,"Todd County, Kentucky"
"3,893","3,726",167,4.3,"Trigg County, Kentucky"
"6,039","5,739",300,5,"Trimble County, Kentucky"
"64,400","62,028","2,372",3.7,"Union County, Kentucky"
"6,201","5,969",232,3.7,"Warren County, Kentucky"
"7,598","7,064",534,7,"Washington County, Kentucky"
"5,862","5,616",246,4.2,"Wayne County, Kentucky"
"13,920","13,224",696,5,"Webster County, Kentucky"
"1,904","1,758",146,7.7,"Whitley County, Kentucky"
"14,793","14,336",457,3.1,"Wolfe County, Kentucky"
"23,952","22,665","1,287",5.4,"Woodford County, Kentucky"
"8,784","8,290",494,5.6,"Acadia Parish, Louisiana"
"62,979","60,370","2,609",4.1,"Allen Parish, Louisiana"
"8,941","8,345",596,6.7,"Ascension Parish, Louisiana"
"15,313","14,437",876,5.7,"Assumption Parish, Louisiana"
"14,542","13,769",773,5.3,"Avoyelles Parish, Louisiana"
"5,670","5,339",331,5.8,"Beauregard Parish, Louisiana"
"57,620","55,156","2,464",4.3,"Bienville Parish, Louisiana"
"104,778","99,027","5,751",5.5,"Bossier Parish, Louisiana"
"109,878","105,683","4,195",3.8,"Caddo Parish, Louisiana"
"3,826","3,607",219,5.7,"Calcasieu Parish, Louisiana"
"4,057","3,914",143,3.5,"Caldwell Parish, Louisiana"
"3,381","3,151",230,6.8,"Cameron Parish, Louisiana"
"5,779","5,476",303,5.2,"Catahoula Parish, Louisiana"
"6,956","6,467",489,7,"Claiborne Parish, Louisiana"
"10,754","10,136",618,5.7,"Concordia Parish, Louisiana"
"232,663","222,618","10,045",4.3,"De Soto Parish, Louisiana"
"1,962","1,759",203,10.3,"East Baton Rouge Parish, Louisiana"
"8,008","7,634",374,4.7,"East Carroll Parish, Louisiana"
"12,061","11,364",697,5.8,"East Feliciana Parish, Louisiana"
"7,311","6,790",521,7.1,"Evangeline Parish, Louisiana"
"8,071","7,595",476,5.9,"Franklin Parish, Louisiana"
"28,639","26,964","1,675",5.8,"Grant Parish, Louisiana"
"14,190","13,312",878,6.2,"Iberia Parish, Louisiana"
"6,839","6,524",315,4.6,"Iberville Parish, Louisiana"
"215,064","205,660","9,404",4.4,"Jackson Parish, Louisiana"
"13,510","12,873",637,4.7,"Jefferson Parish, Louisiana"
"113,337","108,265","5,072",4.5,"Jefferson Davis Parish, Louisiana"
"41,816","39,835","1,981",4.7,"Lafayette Parish, Louisiana"
"6,289","6,013",276,4.4,"Lafourche Parish, Louisiana"
"21,791","20,653","1,138",5.2,"LaSalle Parish, Louisiana"
"67,916","65,165","2,751",4.1,"Lincoln Parish, Louisiana"
"3,627","3,326",301,8.3,"Livingston Parish, Louisiana"
"10,193","9,360",833,8.2,"Madison Parish, Louisiana"
"16,527","15,566",961,5.8,"Morehouse Parish, Louisiana"
"178,845","169,891","8,954",5,"Natchitoches Parish, Louisiana"
"70,364","66,703","3,661",5.2,"Orleans Parish, Louisiana"
"9,992","9,530",462,4.6,"Ouachita Parish, Louisiana"
"9,999","9,463",536,5.4,"Plaquemines Parish, Louisiana"
"55,281","52,346","2,935",5.3,"Pointe Coupee Parish, Louisiana"
"4,033","3,854",179,4.4,"Rapides Parish, Louisiana"
"8,318","7,799",519,6.2,"Red River Parish, Louisiana"
"9,009","8,542",467,5.2,"Richland Parish, Louisiana"
"19,519","18,541",978,5,"Sabine Parish, Louisiana"
"24,916","23,822","1,094",4.4,"St. Bernard Parish, Louisiana"
"4,329","4,045",284,6.6,"St. Charles Parish, Louisiana"
"9,327","8,751",576,6.2,"St. Helena Parish, Louisiana"
"19,641","18,524","1,117",5.7,"St. James Parish, Louisiana"
"31,933","29,941","1,992",6.2,"St. John the Baptist Parish, Louisiana"
"22,399","21,226","1,173",5.2,"St. Landry Parish, Louisiana"
"20,103","18,778","1,325",6.6,"St. Martin Parish, Louisiana"
"117,656","112,728","4,928",4.2,"St. Mary Parish, Louisiana"
"54,353","51,374","2,979",5.5,"St. Tammany Parish, Louisiana"
"1,460","1,347",113,7.7,"Tangipahoa Parish, Louisiana"
"46,432","44,109","2,323",5,"Tensas Parish, Louisiana"
"9,153","8,634",519,5.7,"Terrebonne Parish, Louisiana"
"24,196","22,920","1,276",5.3,"Union Parish, Louisiana"
"16,040","14,983","1,057",6.6,"Vermilion Parish, Louisiana"
"16,835","15,867",968,5.7,"Vernon Parish, Louisiana"
"14,668","13,771",897,6.1,"Washington Parish, Louisiana"
"13,528","12,927",601,4.4,"Webster Parish, Louisiana"
"3,890","3,532",358,9.2,"West Baton Rouge Parish, Louisiana"
"5,334","5,122",212,4,"West Carroll Parish, Louisiana"
"4,925","4,616",309,6.3,"West Feliciana Parish, Louisiana"
"55,449","53,621","1,828",3.3,"Winn Parish, Louisiana"
"31,085","29,589","1,496",4.8,"Androscoggin County, Maine"
"165,409","160,973","4,436",2.7,"Aroostook County, Maine"
"14,471","13,890",581,4,"Cumberland County, Maine"
"29,407","28,291","1,116",3.8,"Franklin County, Maine"
"62,541","60,517","2,024",3.2,"Hancock County, Maine"
"20,584","19,921",663,3.2,"Kennebec County, Maine"
"16,988","16,420",568,3.3,"Knox County, Maine"
"26,683","25,618","1,065",4,"Lincoln County, Maine"
"77,127","74,207","2,920",3.8,"Oxford County, Maine"
"7,467","7,156",311,4.2,"Penobscot County, Maine"
"19,440","18,913",527,2.7,"Piscataquis County, Maine"
"22,888","21,787","1,101",4.8,"Sagadahoc County, Maine"
"21,250","20,501",749,3.5,"Somerset County, Maine"
"13,961","13,274",687,4.9,"Waldo County, Maine"
"113,999","110,544","3,455",3,"Washington County, Maine"
"31,984","30,220","1,764",5.5,"York County, Maine"
"309,603","299,260","10,343",3.3,"Allegany County, Maryland"
"450,366","432,164","18,202",4,"Anne Arundel County, Maryland"
"49,121","47,382","1,739",3.5,"Baltimore County, Maryland"
"18,028","17,340",688,3.8,"Calvert County, Maryland"
"94,339","91,277","3,062",3.2,"Caroline County, Maryland"
"52,632","50,315","2,317",4.4,"Carroll County, Maryland"
"85,104","81,805","3,299",3.9,"Cecil County, Maryland"
"15,347","14,548",799,5.2,"Charles County, Maryland"
"130,831","126,233","4,598",3.5,"Dorchester County, Maryland"
"15,410","14,673",737,4.8,"Frederick County, Maryland"
"138,162","133,157","5,005",3.6,"Garrett County, Maryland"
"183,889","178,360","5,529",3,"Harford County, Maryland"
"10,254","9,810",444,4.3,"Howard County, Maryland"
"554,989","537,429","17,560",3.2,"Kent County, Maryland"
"504,423","483,850","20,573",4.1,"Montgomery County, Maryland"
"27,379","26,462",917,3.3,"Prince George's County, Maryland"
"55,295","53,193","2,102",3.8,"Queen Anne's County, Maryland"
"9,353","8,709",644,6.9,"St. Mary's County, Maryland"
"19,562","18,829",733,3.7,"Somerset County, Maryland"
"74,742","71,493","3,249",4.3,"Talbot County, Maryland"
"51,041","48,365","2,676",5.2,"Washington County, Maryland"
"25,525","23,475","2,050",8,"Wicomico County, Maryland"
"289,758","273,304","16,454",5.7,"Worcester County, Maryland"
"116,225","111,251","4,974",4.3,"Baltimore city, Maryland"
"66,109","63,440","2,669",4,"Barnstable County, Massachusetts"
"302,918","289,955","12,963",4.3,"Berkshire County, Massachusetts"
"9,780","9,331",449,4.6,"Bristol County, Massachusetts"
"429,887","415,184","14,703",3.4,"Dukes County, Massachusetts"
"41,365","40,115","1,250",3,"Essex County, Massachusetts"
"231,265","220,606","10,659",4.6,"Franklin County, Massachusetts"
"91,522","88,754","2,768",3,"Hampden County, Massachusetts"
"923,768","898,786","24,982",2.7,"Hampshire County, Massachusetts"
"7,526","7,194",332,4.4,"Middlesex County, Massachusetts"
"393,159","381,505","11,654",3,"Nantucket County, Massachusetts"
"284,938","274,968","9,970",3.5,"Norfolk County, Massachusetts"
"456,319","442,599","13,720",3,"Plymouth County, Massachusetts"
"450,670","434,714","15,956",3.5,"Suffolk County, Massachusetts"
"3,830","3,578",252,6.6,"Worcester County, Massachusetts"
"3,243","2,989",254,7.8,"Alcona County, Michigan"
"62,239","60,206","2,033",3.3,"Alger County, Michigan"
"13,459","12,775",684,5.1,"Allegan County, Michigan"
"10,111","9,543",568,5.6,"Alpena County, Michigan"
"5,974","5,549",425,7.1,"Antrim County, Michigan"
"3,176","2,982",194,6.1,"Arenac County, Michigan"
"31,664","30,585","1,079",3.4,"Baraga County, Michigan"
"50,352","47,942","2,410",4.8,"Barry County, Michigan"
"8,790","8,306",484,5.5,"Bay County, Michigan"
"73,328","70,176","3,152",4.3,"Benzie County, Michigan"
"19,641","18,921",720,3.7,"Berrien County, Michigan"
"62,865","60,219","2,646",4.2,"Branch County, Michigan"
"24,378","23,386",992,4.1,"Calhoun County, Michigan"
"13,128","12,506",622,4.7,"Cass County, Michigan"
"10,682","9,699",983,9.2,"Charlevoix County, Michigan"
"16,312","15,231","1,081",6.6,"Cheboygan County, Michigan"
"11,843","11,122",721,6.1,"Chippewa County, Michigan"
"41,047","39,744","1,303",3.2,"Clare County, Michigan"
"5,512","5,181",331,6,"Clinton County, Michigan"
"17,030","16,125",905,5.3,"Crawford County, Michigan"
"12,449","11,970",479,3.8,"Delta County, Michigan"
"56,986","55,009","1,977",3.5,"Dickinson County, Michigan"
"17,604","16,567","1,037",5.9,"Eaton County, Michigan"
"181,781","172,887","8,894",4.9,"Emmet County, Michigan"
"9,952","9,392",560,5.6,"Genesee County, Michigan"
"6,207","5,890",317,5.1,"Gladwin County, Michigan"
"49,157","47,346","1,811",3.7,"Gogebic County, Michigan"
"17,766","16,934",832,4.7,"Grand Traverse County, Michigan"
"20,738","19,904",834,4,"Gratiot County, Michigan"
"16,179","15,355",824,5.1,"Hillsdale County, Michigan"
"15,826","15,097",729,4.6,"Houghton County, Michigan"
"150,474","144,991","5,483",3.6,"Huron County, Michigan"
"30,119","29,082","1,037",3.4,"Ingham County, Michigan"
"10,076","9,434",642,6.4,"Ionia County, Michigan"
"5,147","4,860",287,5.6,"Iosco County, Michigan"
"34,817","33,454","1,363",3.9,"Iron County, Michigan"
"74,281","71,351","2,930",3.9,"Isabella County, Michigan"
"132,886","128,349","4,537",3.4,"Jackson County, Michigan"
"7,816","7,358",458,5.9,"Kalamazoo County, Michigan"
"358,900","348,246","10,654",3,"Kalkaska County, Michigan"
882,821,61,6.9,"Kent County, Michigan"
"3,666","3,414",252,6.9,"Keweenaw County, Michigan"
"41,369","39,232","2,137",5.2,"Lake County, Michigan"
"10,533","10,088",445,4.2,"Lapeer County, Michigan"
"46,956","45,038","1,918",4.1,"Leelanau County, Michigan"
"102,785","99,402","3,383",3.3,"Lenawee County, Michigan"
"2,417","2,267",150,6.2,"Livingston County, Michigan"
"5,129","4,634",495,9.7,"Luce County, Michigan"
"445,483","427,445","18,038",4,"Mackinac County, Michigan"
"10,454","9,854",600,5.7,"Macomb County, Michigan"
"32,422","30,839","1,583",4.9,"Manistee County, Michigan"
"13,835","13,159",676,4.9,"Marquette County, Michigan"
"18,562","17,642",920,5,"Mason County, Michigan"
"11,019","10,573",446,4,"Mecosta County, Michigan"
"40,611","38,993","1,618",4,"Menominee County, Michigan"
"7,067","6,712",355,5,"Midland County, Michigan"
"75,765","72,596","3,169",4.2,"Missaukee County, Michigan"
"28,474","27,270","1,204",4.2,"Monroe County, Michigan"
"3,037","2,775",262,8.6,"Montcalm County, Michigan"
"78,196","74,639","3,557",4.5,"Montmorency County, Michigan"
"23,333","22,321","1,012",4.3,"Muskegon County, Michigan"
"670,739","648,277","22,462",3.3,"Newaygo County, Michigan"
"12,456","11,696",760,6.1,"Oakland County, Michigan"
"8,137","7,567",570,7,"Oceana County, Michigan"
"2,110","1,945",165,7.8,"Ogemaw County, Michigan"
"10,884","10,401",483,4.4,"Ontonagon County, Michigan"
"2,976","2,785",191,6.4,"Osceola County, Michigan"
"11,584","10,978",606,5.2,"Oscoda County, Michigan"
"160,101","155,593","4,508",2.8,"Otsego County, Michigan"
"5,114","4,707",407,8,"Ottawa County, Michigan"
"7,814","7,206",608,7.8,"Presque Isle County, Michigan"
"86,849","82,697","4,152",4.8,"Roscommon County, Michigan"
"75,778","72,183","3,595",4.7,"Saginaw County, Michigan"
"28,268","27,213","1,055",3.7,"St. Clair County, Michigan"
"19,579","18,575","1,004",5.1,"St. Joseph County, Michigan"
"3,387","3,145",242,7.1,"Sanilac County, Michigan"
"33,151","31,719","1,432",4.3,"Schoolcraft County, Michigan"
"23,860","22,556","1,304",5.5,"Shiawassee County, Michigan"
"35,681","33,955","1,726",4.8,"Tuscola County, Michigan"
"194,621","188,693","5,928",3,"Van Buren County, Michigan"
"794,466","752,926","41,540",5.2,"Washtenaw County, Michigan"
"14,766","14,078",688,4.7,"Wayne County, Michigan"
"7,162","6,760",402,5.6,"Wexford County, Michigan"
"196,586","191,154","5,432",2.8,"Aitkin County, Minnesota"
"18,591","17,930",661,3.6,"Anoka County, Minnesota"
"24,088","23,100",988,4.1,"Becker County, Minnesota"
"21,666","20,909",757,3.5,"Beltrami County, Minnesota"
"2,517","2,421",96,3.8,"Benton County, Minnesota"
"40,277","39,266","1,011",2.5,"Big Stone County, Minnesota"
"14,535","14,047",488,3.4,"Blue Earth County, Minnesota"
"17,655","16,926",729,4.1,"Brown County, Minnesota"
"57,859","56,437","1,422",2.5,"Carlton County, Minnesota"
"14,333","13,602",731,5.1,"Carver County, Minnesota"
"6,887","6,667",220,3.2,"Cass County, Minnesota"
"29,662","28,665",997,3.4,"Chippewa County, Minnesota"
"35,791","34,766","1,025",2.9,"Chisago County, Minnesota"
"4,475","4,111",364,8.1,"Clay County, Minnesota"
"3,029","2,924",105,3.5,"Clearwater County, Minnesota"
"5,826","5,619",207,3.6,"Cook County, Minnesota"
"32,232","30,968","1,264",3.9,"Cottonwood County, Minnesota"
"239,835","233,744","6,091",2.5,"Crow Wing County, Minnesota"
"11,834","11,482",352,3,"Dakota County, Minnesota"
"20,604","20,023",581,2.8,"Dodge County, Minnesota"
"7,006","6,763",243,3.5,"Douglas County, Minnesota"
"11,534","11,177",357,3.1,"Faribault County, Minnesota"
"16,044","15,532",512,3.2,"Fillmore County, Minnesota"
"26,823","26,086",737,2.7,"Freeborn County, Minnesota"
"3,303","3,172",131,4,"Goodhue County, Minnesota"
"703,310","685,853","17,457",2.5,"Grant County, Minnesota"
"10,460","10,161",299,2.9,"Hennepin County, Minnesota"
"9,851","9,361",490,5,"Houston County, Minnesota"
"21,134","20,346",788,3.7,"Hubbard County, Minnesota"
"21,820","20,645","1,175",5.4,"Isanti County, Minnesota"
"5,733","5,566",167,2.9,"Itasca County, Minnesota"
"8,934","8,445",489,5.5,"Jackson County, Minnesota"
"24,821","24,095",726,2.9,"Kanabec County, Minnesota"
"2,346","2,277",69,2.9,"Kandiyohi County, Minnesota"
"5,956","5,594",362,6.1,"Kittson County, Minnesota"
"3,528","3,400",128,3.6,"Koochiching County, Minnesota"
"5,478","5,306",172,3.1,"Lac qui Parle County, Minnesota"
"2,405","2,314",91,3.8,"Lake County, Minnesota"
"15,962","15,300",662,4.1,"Lake of the Woods County, Minnesota"
"3,269","3,171",98,3,"Le Sueur County, Minnesota"
"14,818","14,392",426,2.9,"Lincoln County, Minnesota"
"19,500","18,890",610,3.1,"Lyon County, Minnesota"
"2,329","2,223",106,4.6,"McLeod County, Minnesota"
"5,440","5,125",315,5.8,"Mahnomen County, Minnesota"
"10,303","9,980",323,3.1,"Marshall County, Minnesota"
"13,143","12,685",458,3.5,"Martin County, Minnesota"
"12,788","12,169",619,4.8,"Meeker County, Minnesota"
"17,576","16,753",823,4.7,"Mille Lacs County, Minnesota"
"20,450","19,903",547,2.7,"Morrison County, Minnesota"
"4,906","4,724",182,3.7,"Mower County, Minnesota"
"20,756","20,300",456,2.2,"Murray County, Minnesota"
"11,284","10,988",296,2.6,"Nicollet County, Minnesota"
"3,379","3,234",145,4.3,"Nobles County, Minnesota"
"87,757","85,748","2,009",2.3,"Norman County, Minnesota"
"31,441","30,313","1,128",3.6,"Olmsted County, Minnesota"
"8,797","8,428",369,4.2,"Otter Tail County, Minnesota"
"14,850","14,130",720,4.8,"Pennington County, Minnesota"
"4,971","4,828",143,2.9,"Pine County, Minnesota"
"16,786","16,171",615,3.7,"Pipestone County, Minnesota"
"6,431","6,265",166,2.6,"Polk County, Minnesota"
"288,814","281,072","7,742",2.7,"Pope County, Minnesota"
"2,231","2,116",115,5.2,"Ramsey County, Minnesota"
"7,614","7,340",274,3.6,"Red Lake County, Minnesota"
"8,787","8,442",345,3.9,"Redwood County, Minnesota"
"36,852","35,832","1,020",2.8,"Renville County, Minnesota"
"5,726","5,594",132,2.3,"Rice County, Minnesota"
"7,989","7,724",265,3.3,"Rock County, Minnesota"
"101,957","98,202","3,755",3.7,"Roseau County, Minnesota"
"82,820","80,758","2,062",2.5,"St. Louis County, Minnesota"
"51,700","50,069","1,631",3.2,"Scott County, Minnesota"
"8,473","8,205",268,3.2,"Sherburne County, Minnesota"
"89,884","87,241","2,643",2.9,"Sibley County, Minnesota"
"20,563","19,958",605,2.9,"Stearns County, Minnesota"
"5,457","5,328",129,2.4,"Steele County, Minnesota"
"5,037","4,853",184,3.7,"Stevens County, Minnesota"
"13,587","13,062",525,3.9,"Swift County, Minnesota"
"1,760","1,703",57,3.2,"Todd County, Minnesota"
"12,295","11,934",361,2.9,"Traverse County, Minnesota"
"5,917","5,611",306,5.2,"Wabasha County, Minnesota"
"9,002","8,636",366,4.1,"Wadena County, Minnesota"
"141,974","138,416","3,558",2.5,"Waseca County, Minnesota"
"6,509","6,284",225,3.5,"Washington County, Minnesota"
"3,558","3,451",107,3,"Watonwan County, Minnesota"
"28,804","28,051",753,2.6,"Wilkin County, Minnesota"
"74,674","72,455","2,219",3,"Winona County, Minnesota"
"5,379","5,218",161,3,"Wright County, Minnesota"
"11,202","10,506",696,6.2,"Yellow Medicine County, Minnesota"
"16,123","15,456",667,4.1,"Adams County, Mississippi"
"4,470","4,200",270,6,"Alcorn County, Mississippi"
"6,927","6,534",393,5.7,"Amite County, Mississippi"
"3,078","2,907",171,5.6,"Attala County, Mississippi"
"12,472","11,708",764,6.1,"Benton County, Mississippi"
"5,976","5,719",257,4.3,"Bolivar County, Mississippi"
"3,593","3,397",196,5.5,"Calhoun County, Mississippi"
"7,036","6,687",349,5,"Carroll County, Mississippi"
"3,792","3,610",182,4.8,"Chickasaw County, Mississippi"
"2,952","2,681",271,9.2,"Choctaw County, Mississippi"
"5,938","5,604",334,5.6,"Claiborne County, Mississippi"
"7,826","7,356",470,6,"Clarke County, Mississippi"
"8,680","8,088",592,6.8,"Clay County, Mississippi"
"11,251","10,637",614,5.5,"Coahoma County, Mississippi"
"8,288","7,926",362,4.4,"Copiah County, Mississippi"
"89,980","86,596","3,384",3.8,"Covington County, Mississippi"
"33,763","32,269","1,494",4.4,"DeSoto County, Mississippi"
"2,766","2,599",167,6,"Forrest County, Mississippi"
"8,892","8,327",565,6.4,"Franklin County, Mississippi"
"4,289","4,025",264,6.2,"George County, Mississippi"
"9,591","9,181",410,4.3,"Greene County, Mississippi"
"18,839","17,902",937,5,"Grenada County, Mississippi"
"86,579","82,662","3,917",4.5,"Hancock County, Mississippi"
"109,294","104,257","5,037",4.6,"Harrison County, Mississippi"
"5,700","5,193",507,8.9,"Hinds County, Mississippi"
"2,306","2,113",193,8.4,"Holmes County, Mississippi"
378,344,34,9,"Humphreys County, Mississippi"
"10,302","9,883",419,4.1,"Issaquena County, Mississippi"
"58,725","55,479","3,246",5.5,"Itawamba County, Mississippi"
"6,106","5,749",357,5.8,"Jackson County, Mississippi"
"1,998","1,733",265,13.3,"Jasper County, Mississippi"
"4,113","3,838",275,6.7,"Jefferson County, Mississippi"
"25,613","24,391","1,222",4.8,"Jefferson Davis County, Mississippi"
"3,454","3,198",256,7.4,"Jones County, Mississippi"
"28,216","27,121","1,095",3.9,"Kemper County, Mississippi"
"30,510","29,401","1,109",3.6,"Lafayette County, Mississippi"
"30,550","29,012","1,538",5,"Lamar County, Mississippi"
"4,605","4,331",274,6,"Lauderdale County, Mississippi"
"7,927","7,538",389,4.9,"Lawrence County, Mississippi"
"40,297","38,731","1,566",3.9,"Leake County, Mississippi"
"10,251","9,559",692,6.8,"Lee County, Mississippi"
"14,663","13,972",691,4.7,"Leflore County, Mississippi"
"25,329","24,110","1,219",4.8,"Lincoln County, Mississippi"
"53,303","51,353","1,950",3.7,"Lowndes County, Mississippi"
"10,130","9,609",521,5.1,"Madison County, Mississippi"
"14,591","13,861",730,5,"Marion County, Mississippi"
"15,351","14,597",754,4.9,"Marshall County, Mississippi"
"4,047","3,834",213,5.3,"Monroe County, Mississippi"
"10,307","9,797",510,4.9,"Montgomery County, Mississippi"
"8,422","8,012",410,4.9,"Neshoba County, Mississippi"
"3,845","3,586",259,6.7,"Newton County, Mississippi"
"22,521","21,460","1,061",4.7,"Noxubee County, Mississippi"
"12,970","12,200",770,5.9,"Oktibbeha County, Mississippi"
"23,312","22,214","1,098",4.7,"Panola County, Mississippi"
"4,355","4,100",255,5.9,"Pearl River County, Mississippi"
