,GEOID,NAME,variable,total_land,rural_land,urban_land,percent_rural,percent_urban,ruralscore,urbanscore
1497,49027,"Millard County, Utah",total_land,4939,3729,1210,0.7550111359,0.2449888641,75.5,24.5
1498,49033,"Rich County, Utah",total_land,2834,2834,0,1,0,100,0
1499,49029,"Morgan County, Utah",total_land,3006,1855,1151,0.6170991351,0.3829008649,61.7,38.3
1500,49031,"Piute County, Utah",total_land,898,898,0,1,0,100,0
1501,49035,"Salt Lake County, Utah",total_land,364031,4629,359402,0.01271595002,0.98728405,1.3,98.7
1502,49037,"San Juan County, Utah",total_land,5734,4675,1059,0.815312173,0.184687827,81.5,18.5
1503,49041,"Sevier County, Utah",total_land,8449,5717,2732,0.676648124,0.323351876,67.7,32.3
1504,21139,"Livingston County, Kentucky",total_land,4824,4624,200,0.9585406302,0.04145936982,95.9,4.1
1505,21163,"Meade County, Kentucky",total_land,11762,9863,1899,0.838547866,0.161452134,83.9,16.1
1506,51059,"Fairfax County, Virginia",total_land,407998,5359,402639,0.01313486831,0.9868651317,1.3,98.7
1507,51061,"Fauquier County, Virginia",total_land,25600,15438,10162,0.603046875,0.396953125,60.3,39.7
1508,51063,"Floyd County, Virginia",total_land,7790,7790,0,1,0,100,0
1509,51065,"Fluvanna County, Virginia",total_land,10383,6279,4104,0.6047385149,0.3952614851,60.5,39.5
1510,51067,"Franklin County, Virginia",total_land,29315,26450,2865,0.9022684632,0.09773153676,90.2,9.8
1511,51069,"Frederick County, Virginia",total_land,31346,14627,16719,0.4666305111,0.5333694889,46.7,53.3
1512,21141,"Logan County, Kentucky",total_land,12339,9085,3254,0.7362833293,0.2637166707,73.6,26.4
1513,21143,"Lyon County, Kentucky",total_land,4791,4791,0,1,0,100,0
1514,21145,"McCracken County, Kentucky",total_land,31079,7886,23193,0.2537404678,0.7462595322,25.4,74.6
1515,21153,"Magoffin County, Kentucky",total_land,5950,5950,0,1,0,100,0
1516,21155,"Marion County, Kentucky",total_land,8182,5590,2592,0.6832070398,0.3167929602,68.3,31.7
1517,21157,"Marshall County, Kentucky",total_land,15748,13658,2090,0.8672847346,0.1327152654,86.7,13.3
1518,21147,"McCreary County, Kentucky",total_land,7507,7507,0,1,0,100,0
1519,21149,"McLean County, Kentucky",total_land,4264,4264,0,1,0,100,0
1520,21151,"Madison County, Kentucky",total_land,35043,13305,21738,0.3796763976,0.6203236024,38,62
1521,21159,"Martin County, Kentucky",total_land,5164,5164,0,1,0,100,0
1522,21161,"Mason County, Kentucky",total_land,8105,4219,3886,0.5205428748,0.4794571252,52.1,47.9
1523,21179,"Nelson County, Kentucky",total_land,18075,10148,7927,0.5614384509,0.4385615491,56.1,43.9
1524,21165,"Menifee County, Kentucky",total_land,3744,3744,0,1,0,100,0
1525,21167,"Mercer County, Kentucky",total_land,9941,5792,4149,0.5826375616,0.4173624384,58.3,41.7
1526,21169,"Metcalfe County, Kentucky",total_land,4681,4681,0,1,0,100,0
1527,21171,"Monroe County, Kentucky",total_land,5204,5204,0,1,0,100,0
1528,21173,"Montgomery County, Kentucky",total_land,11699,6646,5053,0.5680827421,0.4319172579,56.8,43.2
1529,21175,"Morgan County, Kentucky",total_land,5830,5830,0,1,0,100,0
1530,21177,"Muhlenberg County, Kentucky",total_land,13699,9129,4570,0.6663990072,0.3336009928,66.6,33.4
1531,21189,"Owsley County, Kentucky",total_land,2328,2328,0,1,0,100,0
1532,21181,"Nicholas County, Kentucky",total_land,3261,3261,0,1,0,100,0
1533,21183,"Ohio County, Kentucky",total_land,10219,7520,2699,0.7358841374,0.2641158626,73.6,26.4
1534,21185,"Oldham County, Kentucky",total_land,20688,4600,16088,0.2223511214,0.7776488786,22.2,77.8
1535,21191,"Pendleton County, Kentucky",total_land,6339,6339,0,1,0,100,0
1536,21187,"Owen County, Kentucky",total_land,5634,5634,0,1,0,100,0
1537,21207,"Russell County, Kentucky",total_land,9993,9993,0,1,0,100,0
1538,21193,"Perry County, Kentucky",total_land,12791,9357,3434,0.731529982,0.268470018,73.2,26.8
1539,21195,"Pike County, Kentucky",total_land,30304,26655,3649,0.8795868532,0.1204131468,88,12
1540,21197,"Powell County, Kentucky",total_land,5598,3759,1839,0.6714898178,0.3285101822,67.1,32.9
1541,21199,"Pulaski County, Kentucky",total_land,31443,17835,13608,0.5672168686,0.4327831314,56.7,43.3
1542,21201,"Robertson County, Kentucky",total_land,1095,1095,0,1,0,100,0
1543,21203,"Rockcastle County, Kentucky",total_land,7703,6419,1284,0.8333116967,0.1666883033,83.3,16.7
1544,21205,"Rowan County, Kentucky",total_land,10102,7437,2665,0.7361908533,0.2638091467,73.6,26.4
1545,21219,"Todd County, Kentucky",total_land,5286,5286,0,1,0,100,0
1546,21209,"Scott County, Kentucky",total_land,19303,6259,13044,0.3242501166,0.6757498834,32.4,67.6
1547,21211,"Shelby County, Kentucky",total_land,16606,8014,8592,0.4825966518,0.5174033482,48.3,51.7
1548,21213,"Simpson County, Kentucky",total_land,7435,3251,4184,0.4372562206,0.5627437794,43.7,56.3
1549,21215,"Spencer County, Kentucky",total_land,6704,6704,0,1,0,100,0
1550,21217,"Taylor County, Kentucky",total_land,10864,5606,5258,0.5160162003,0.4839837997,51.6,48.4
1551,21239,"Woodford County, Kentucky",total_land,10711,4001,6710,0.3735412193,0.6264587807,37.4,62.6
1552,21221,"Trigg County, Kentucky",total_land,7810,6424,1386,0.8225352113,0.1774647887,82.3,17.7
1553,21223,"Trimble County, Kentucky",total_land,3930,3711,219,0.9442748092,0.05572519084,94.4,5.6
1554,21225,"Union County, Kentucky",total_land,6141,4386,1755,0.7142159257,0.2857840743,71.4,28.6
1555,21227,"Warren County, Kentucky",total_land,47223,14637,32586,0.3099548949,0.6900451051,31,69
1556,21229,"Washington County, Kentucky",total_land,5044,5044,0,1,0,100,0
1557,21231,"Wayne County, Kentucky",total_land,10942,7852,3090,0.7176019009,0.2823980991,71.8,28.2
1558,21233,"Webster County, Kentucky",total_land,5936,5936,0,1,0,100,0
1559,21235,"Whitley County, Kentucky",total_land,15166,9836,5330,0.6485559805,0.3514440195,64.9,35.1
1560,22001,"Acadia Parish, Louisiana",total_land,25387,12562,12825,0.4948201836,0.5051798164,49.5,50.5
1561,21237,"Wolfe County, Kentucky",total_land,3660,3660,0,1,0,100,0
1562,41061,"Union County, Oregon",total_land,11489,4948,6541,0.4306728175,0.5693271825,43.1,56.9
1563,41063,"Wallowa County, Oregon",total_land,4108,4108,0,1,0,100,0
1564,42007,"Beaver County, Pennsylvania",total_land,78211,18448,59763,0.2358747491,0.7641252509,23.6,76.4
1565,22007,"Assumption Parish, Louisiana",total_land,10351,4965,5386,0.4796638006,0.5203361994,48,52
1566,22003,"Allen Parish, Louisiana",total_land,9733,7261,2472,0.7460186993,0.2539813007,74.6,25.4
1567,22005,"Ascension Parish, Louisiana",total_land,40784,5772,35012,0.1415260887,0.8584739113,14.2,85.8
1568,22011,"Beauregard Parish, Louisiana",total_land,15040,10178,4862,0.6767287234,0.3232712766,67.7,32.3
1569,41065,"Wasco County, Oregon",total_land,11487,4311,7176,0.3752938104,0.6247061896,37.5,62.5
1570,41067,"Washington County, Oregon",total_land,212450,11554,200896,0.05438456107,0.9456154389,5.4,94.6
1571,41069,"Wheeler County, Oregon",total_land,895,895,0,1,0,100,0
1572,41071,"Yamhill County, Oregon",total_land,37110,8949,28161,0.2411479386,0.7588520614,24.1,75.9
1573,42001,"Adams County, Pennsylvania",total_land,40820,22397,18423,0.5486771191,0.4513228809,54.9,45.1
1574,21023,"Bracken County, Kentucky",total_land,3840,3840,0,1,0,100,0
1575,21037,"Campbell County, Kentucky",total_land,39523,5411,34112,0.1369076234,0.8630923766,13.7,86.3
1576,21029,"Bullitt County, Kentucky",total_land,29318,8929,20389,0.3045569275,0.6954430725,30.5,69.5
1577,21031,"Butler County, Kentucky",total_land,5877,5877,0,1,0,100,0
1578,21033,"Caldwell County, Kentucky",total_land,6292,3372,2920,0.5359186268,0.4640813732,53.6,46.4
1579,21039,"Carlisle County, Kentucky",total_land,2441,2441,0,1,0,100,0
1580,21035,"Calloway County, Kentucky",total_land,18065,9231,8834,0.5109880985,0.4890119015,51.1,48.9
1581,21055,"Crittenden County, Kentucky",total_land,4569,3247,1322,0.7106587875,0.2893412125,71.1,28.9
1582,21041,"Carroll County, Kentucky",total_land,4696,2464,2232,0.5247018739,0.4752981261,52.5,47.5
1583,21043,"Carter County, Kentucky",total_land,12311,9940,2371,0.8074080091,0.1925919909,80.7,19.3
1584,21045,"Casey County, Kentucky",total_land,7487,7487,0,1,0,100,0
1585,21047,"Christian County, Kentucky",total_land,29459,9094,20365,0.3087002274,0.6912997726,30.9,69.1
1586,21049,"Clark County, Kentucky",total_land,15706,4279,11427,0.2724436521,0.7275563479,27.2,72.8
1587,21051,"Clay County, Kentucky",total_land,8875,7543,1332,0.849915493,0.150084507,85,15
1588,21053,"Clinton County, Kentucky",total_land,5311,5311,0,1,0,100,0
1589,21067,"Fayette County, Kentucky",total_land,135160,4076,131084,0.03015685114,0.9698431489,3,97
1590,21057,"Cumberland County, Kentucky",total_land,3690,3690,0,1,0,100,0
1591,21059,"Daviess County, Kentucky",total_land,41452,10305,31147,0.2486007913,0.7513992087,24.9,75.1
1592,21061,"Edmonson County, Kentucky",total_land,6467,6467,0,1,0,100,0
1593,21063,"Elliott County, Kentucky",total_land,3371,3371,0,1,0,100,0
1594,21065,"Estill County, Kentucky",total_land,6865,5114,1751,0.7449380918,0.2550619082,74.5,25.5
1595,21083,"Graves County, Kentucky",total_land,16777,11471,5306,0.683733683,0.316266317,68.4,31.6
1596,21069,"Fleming County, Kentucky",total_land,6623,5182,1441,0.782424883,0.217575117,78.2,21.8
1597,21071,"Floyd County, Kentucky",total_land,18175,15160,3015,0.8341127923,0.1658872077,83.4,16.6
1598,21073,"Franklin County, Kentucky",total_land,23164,5801,17363,0.2504317044,0.7495682956,25,75
1599,21077,"Gallatin County, Kentucky",total_land,3786,3786,0,1,0,100,0
1600,21075,"Fulton County, Kentucky",total_land,3372,2064,1308,0.6120996441,0.3879003559,61.2,38.8
1601,21079,"Garrard County, Kentucky",total_land,7463,5711,1752,0.7652418598,0.2347581402,76.5,23.5
1602,21081,"Grant County, Kentucky",total_land,9942,6695,3247,0.6734057534,0.3265942466,67.3,32.7
1603,21095,"Harlan County, Kentucky",total_land,13513,7257,6256,0.5370384075,0.4629615925,53.7,46.3
1604,21085,"Grayson County, Kentucky",total_land,13561,10717,2844,0.7902809527,0.2097190473,79,21
1605,21087,"Green County, Kentucky",total_land,5324,5324,0,1,0,100,0
1606,21089,"Greenup County, Kentucky",total_land,16330,6363,9967,0.3896509492,0.6103490508,39,61
1607,21091,"Hancock County, Kentucky",total_land,3734,3321,413,0.8893947509,0.1106052491,88.9,11.1
1608,21093,"Hardin County, Kentucky",total_land,43261,14613,28648,0.3377869212,0.6622130788,33.8,66.2
1609,21117,"Kenton County, Kentucky",total_land,68975,4379,64596,0.06348677057,0.9365132294,6.3,93.7
1610,21097,"Harrison County, Kentucky",total_land,8208,5222,2986,0.636208577,0.363791423,63.6,36.4
1611,21099,"Hart County, Kentucky",total_land,8559,7464,1095,0.8720644935,0.1279355065,87.2,12.8
1612,21101,"Henderson County, Kentucky",total_land,20320,7255,13065,0.3570374016,0.6429625984,35.7,64.3
1613,21103,"Henry County, Kentucky",total_land,6640,6640,0,1,0,100,0
1614,21105,"Hickman County, Kentucky",total_land,2342,2342,0,1,0,100,0
1615,21107,"Hopkins County, Kentucky",total_land,21180,9673,11507,0.4567044381,0.5432955619,45.7,54.3
1616,21109,"Jackson County, Kentucky",total_land,6523,6523,0,1,0,100,0
1617,21111,"Jefferson County, Kentucky",total_land,337616,4289,333327,0.01270378181,0.9872962182,1.3,98.7
1618,21115,"Johnson County, Kentucky",total_land,10624,7661,2963,0.7211031627,0.2788968373,72.1,27.9
1619,21113,"Jessamine County, Kentucky",total_land,19331,5173,14158,0.2676012622,0.7323987378,26.8,73.2
1620,21129,"Lee County, Kentucky",total_land,3436,3436,0,1,0,100,0
1621,21119,"Knott County, Kentucky",total_land,7461,7461,0,1,0,100,0
1622,21121,"Knox County, Kentucky",total_land,14485,8996,5489,0.6210562651,0.3789437349,62.1,37.9
1623,21123,"Larue County, Kentucky",total_land,6172,4708,1464,0.7627997408,0.2372002592,76.3,23.7
1624,21125,"Laurel County, Kentucky",total_land,25446,14200,11246,0.5580444864,0.4419555136,55.8,44.2
1625,21127,"Lawrence County, Kentucky",total_land,7286,5600,1686,0.7685973099,0.2314026901,76.9,23.1
1626,40103,"Noble County, Oklahoma",total_land,5341,2822,2519,0.5283654746,0.4716345254,52.8,47.2
1627,40121,"Pittsburg County, Oklahoma",total_land,22634,13190,9444,0.5827516126,0.4172483874,58.3,41.7
1628,21131,"Leslie County, Kentucky",total_land,5278,5278,0,1,0,100,0
1629,21133,"Letcher County, Kentucky",total_land,11601,11601,0,1,0,100,0
1630,21135,"Lewis County, Kentucky",total_land,6481,6481,0,1,0,100,0
1631,21137,"Lincoln County, Kentucky",total_land,10819,8815,2004,0.8147703115,0.1852296885,81.5,18.5
1632,40105,"Nowata County, Oklahoma",total_land,4828,2723,2105,0.564001657,0.435998343,56.4,43.6
1633,40107,"Okfuskee County, Oklahoma",total_land,5282,3839,1443,0.7268080273,0.2731919727,72.7,27.3
1634,40109,"Oklahoma County, Oklahoma",total_land,319828,18263,301565,0.05710256763,0.9428974324,5.7,94.3
1635,40111,"Okmulgee County, Oklahoma",total_land,17891,8428,9463,0.4710748421,0.5289251579,47.1,52.9
1636,40113,"Osage County, Oklahoma",total_land,21143,13121,8022,0.6205836447,0.3794163553,62.1,37.9
1637,40115,"Ottawa County, Oklahoma",total_land,14060,7097,6963,0.5047652916,0.4952347084,50.5,49.5
1638,40119,"Payne County, Oklahoma",total_land,33991,11505,22486,0.3384719485,0.6615280515,33.8,66.2
1639,40117,"Pawnee County, Oklahoma",total_land,7745,6286,1459,0.8116204003,0.1883795997,81.2,18.8
1640,40137,"Stephens County, Oklahoma",total_land,20658,8779,11879,0.4249685352,0.5750314648,42.5,57.5
1641,40123,"Pontotoc County, Oklahoma",total_land,16595,8509,8086,0.5127448027,0.4872551973,51.3,48.7
1642,40125,"Pottawatomie County, Oklahoma",total_land,29139,14058,15081,0.4824462061,0.5175537939,48.2,51.8
1643,40127,"Pushmataha County, Oklahoma",total_land,6110,6110,0,1,0,100,0
1644,40129,"Roger Mills County, Oklahoma",total_land,1905,1905,0,1,0,100,0
1645,40131,"Rogers County, Oklahoma",total_land,35160,17878,17282,0.5084755404,0.4915244596,50.8,49.2
1646,40133,"Seminole County, Oklahoma",total_land,11642,7482,4160,0.6426730802,0.3573269198,64.3,35.7
1647,40135,"Sequoyah County, Oklahoma",total_land,18656,12500,6156,0.670025729,0.329974271,67,33
1648,40149,"Washita County, Oklahoma",total_land,5479,4116,1363,0.7512319766,0.2487680234,75.1,24.9
1649,40139,"Texas County, Oklahoma",total_land,8208,3975,4233,0.4842836257,0.5157163743,48.4,51.6
1650,40141,"Tillman County, Oklahoma",total_land,4077,2121,1956,0.5202354673,0.4797645327,52,48
1651,40143,"Tulsa County, Oklahoma",total_land,268426,11739,256687,0.04373272336,0.9562672766,4.4,95.6
1652,40145,"Wagoner County, Oklahoma",total_land,29694,11973,17721,0.4032127703,0.5967872297,40.3,59.7
1653,40147,"Washington County, Oklahoma",total_land,23451,5290,18161,0.2255767345,0.7744232655,22.6,77.4
1654,41017,"Deschutes County, Oregon",total_land,80139,28295,51844,0.3530740339,0.6469259661,35.3,64.7
1655,40151,"Woods County, Oklahoma",total_land,4478,1862,2616,0.4158106297,0.5841893703,41.6,58.4
1656,40153,"Woodward County, Oklahoma",total_land,8838,3434,5404,0.3885494456,0.6114505544,38.9,61.1
1657,41001,"Baker County, Oregon",total_land,8826,4328,4498,0.4903693632,0.5096306368,49,51
1658,41003,"Benton County, Oregon",total_land,36245,6786,29459,0.1872258243,0.8127741757,18.7,81.3
1659,41005,"Clackamas County, Oregon",total_land,156945,28205,128740,0.1797126382,0.8202873618,18,82
1660,41007,"Clatsop County, Oregon",total_land,21546,8680,12866,0.4028589994,0.5971410006,40.3,59.7
1661,41009,"Columbia County, Oregon",total_land,20698,9224,11474,0.4456469224,0.5543530776,44.6,55.4
1662,41011,"Coos County, Oregon",total_land,30593,12015,18578,0.3927369006,0.6072630994,39.3,60.7
1663,41013,"Crook County, Oregon",total_land,10202,5318,4884,0.5212703391,0.4787296609,52.1,47.9
1664,41015,"Curry County, Oregon",total_land,12613,5185,7428,0.4110838024,0.5889161976,41.1,58.9
1665,41019,"Douglas County, Oregon",total_land,48915,20362,28553,0.4162731269,0.5837268731,41.6,58.4
1666,41021,"Gilliam County, Oregon",total_land,1156,1156,0,1,0,100,0
1667,41023,"Grant County, Oregon",total_land,4344,4344,0,1,0,100,0
1668,41039,"Lane County, Oregon",total_land,156112,27845,128267,0.1783655324,0.8216344676,17.8,82.2
1669,41025,"Harney County, Oregon",total_land,3835,1724,2111,0.4495436767,0.5504563233,45,55
1670,41027,"Hood River County, Oregon",total_land,9271,4401,4870,0.4747060727,0.5252939273,47.5,52.5
1671,41029,"Jackson County, Oregon",total_land,90937,18467,72470,0.2030746561,0.7969253439,20.3,79.7
1672,41035,"Klamath County, Oregon",total_land,32774,14090,18684,0.4299139562,0.5700860438,43,57
1673,41037,"Lake County, Oregon",total_land,4439,2908,1531,0.6551025006,0.3448974994,65.5,34.5
1674,41031,"Jefferson County, Oregon",total_land,9815,6433,3382,0.6554253693,0.3445746307,65.5,34.5
1675,41033,"Josephine County, Oregon",total_land,38001,17315,20686,0.4556459041,0.5443540959,45.6,54.4
1676,41051,"Multnomah County, Oregon",total_land,324832,4097,320735,0.01261267363,0.9873873264,1.3,98.7
1677,41041,"Lincoln County, Oregon",total_land,30610,11076,19534,0.3618425351,0.6381574649,36.2,63.8
1678,41043,"Linn County, Oregon",total_land,48821,15354,33467,0.3144958112,0.6855041888,31.4,68.6
1679,41045,"Malheur County, Oregon",total_land,11692,5350,6342,0.457577831,0.542422169,45.8,54.2
1680,41047,"Marion County, Oregon",total_land,120948,16358,104590,0.1352482058,0.8647517942,13.5,86.5
1681,41049,"Morrow County, Oregon",total_land,4442,2432,2010,0.5475011256,0.4524988744,54.8,45.2
1682,49043,"Summit County, Utah",total_land,26545,14215,12330,0.535505745,0.464494255,53.6,46.4
1683,49045,"Tooele County, Utah",total_land,19455,3696,15759,0.1899768697,0.8100231303,19,81
1684,49057,"Weber County, Utah",total_land,86187,7102,79085,0.08240221843,0.9175977816,8.2,91.8
1685,41053,"Polk County, Oregon",total_land,30302,6098,24204,0.2012408422,0.7987591578,20.1,79.9
1686,41055,"Sherman County, Oregon",total_land,918,918,0,1,0,100,0
1687,41057,"Tillamook County, Oregon",total_land,18359,14827,3532,0.8076147938,0.1923852062,80.8,19.2
1688,41059,"Umatilla County, Oregon",total_land,29693,8938,20755,0.3010137069,0.6989862931,30.1,69.9
1689,49047,"Uintah County, Utah",total_land,11972,5518,6454,0.4609087872,0.5390912128,46.1,53.9
1690,49049,"Utah County, Utah",total_land,148350,5692,142658,0.03836872262,0.9616312774,3.8,96.2
1691,49051,"Wasatch County, Utah",total_land,10577,4412,6165,0.4171315118,0.5828684882,41.7,58.3
1692,49053,"Washington County, Utah",total_land,57734,11111,46623,0.1924515883,0.8075484117,19.2,80.8
1693,49055,"Wayne County, Utah",total_land,1591,1591,0,1,0,100,0
1694,50015,"Lamoille County, Vermont",total_land,12969,12969,0,1,0,100,0
1695,50001,"Addison County, Vermont",total_land,16760,14079,2681,0.8400357995,0.1599642005,84,16
1696,50003,"Bennington County, Vermont",total_land,20922,15278,5644,0.7302361151,0.2697638849,73,27
1697,50005,"Caledonia County, Vermont",total_land,15942,12348,3594,0.7745577719,0.2254422281,77.5,22.5
1698,50007,"Chittenden County, Vermont",total_land,65722,17226,48496,0.2621040139,0.7378959861,26.2,73.8
1699,50009,"Essex County, Vermont",total_land,5019,5019,0,1,0,100,0
1700,50011,"Franklin County, Vermont",total_land,21588,15641,5947,0.7245228831,0.2754771169,72.5,27.5
1701,50013,"Grand Isle County, Vermont",total_land,5048,5048,0,1,0,100,0
1702,50025,"Windham County, Vermont",total_land,29735,22759,6976,0.7653943165,0.2346056835,76.5,23.5
1703,50017,"Orange County, Vermont",total_land,14845,14446,399,0.9731222634,0.02687773661,97.3,2.7
1704,50019,"Orleans County, Vermont",total_land,16162,14320,1842,0.8860289568,0.1139710432,88.6,11.4
1705,50021,"Rutland County, Vermont",total_land,33768,22506,11262,0.6664889837,0.3335110163,66.6,33.4
1706,50027,"Windsor County, Vermont",total_land,34118,27279,6839,0.7995486254,0.2004513746,80,20
1707,50023,"Washington County, Vermont",total_land,29941,17060,12881,0.5697872483,0.4302127517,57,43
1708,51025,"Brunswick County, Virginia",total_land,8166,7208,958,0.8826843008,0.1173156992,88.3,11.7
1709,51027,"Buchanan County, Virginia",total_land,11576,11576,0,1,0,100,0
1710,51023,"Botetourt County, Virginia",total_land,14562,9731,4831,0.66824612,0.33175388,66.8,33.2
1711,51001,"Accomack County, Virginia",total_land,21002,21002,0,1,0,100,0
1712,51003,"Albemarle County, Virginia",total_land,42122,19677,22445,0.4671430606,0.5328569394,46.7,53.3
1713,51005,"Alleghany County, Virginia",total_land,8074,4242,3832,0.5253901412,0.4746098588,52.5,47.5
1714,51007,"Amelia County, Virginia",total_land,5359,5359,0,1,0,100,0
1715,51009,"Amherst County, Virginia",total_land,13976,9235,4741,0.6607756153,0.3392243847,66.1,33.9
1716,51011,"Appomattox County, Virginia",total_land,6921,6921,0,1,0,100,0
1717,51013,"Arlington County, Virginia",total_land,105404,0,105404,0,1,0,100
1718,51017,"Bath County, Virginia",total_land,3270,3270,0,1,0,100,0
1719,51021,"Bland County, Virginia",total_land,3265,3265,0,1,0,100,0
1720,51015,"Augusta County, Virginia",total_land,31194,21171,10023,0.6786882093,0.3213117907,67.9,32.1
1721,51019,"Bedford County, Virginia",total_land,31937,25834,6103,0.8089050318,0.1910949682,80.9,19.1
1722,51043,"Clarke County, Virginia",total_land,6235,4396,1839,0.7050521251,0.2949478749,70.5,29.5
1723,51029,"Buckingham County, Virginia",total_land,7244,7244,0,1,0,100,0
1724,51031,"Campbell County, Virginia",total_land,24769,15079,9690,0.608785175,0.391214825,60.9,39.1
1725,51036,"Charles City County, Virginia",total_land,3229,3229,0,1,0,100,0
1726,51033,"Caroline County, Virginia",total_land,11729,9212,2517,0.7854037002,0.2145962998,78.5,21.5
1727,51035,"Carroll County, Virginia",total_land,16569,16147,422,0.9745307502,0.0254692498,97.5,2.5
1728,51037,"Charlotte County, Virginia",total_land,6273,6273,0,1,0,100,0
1729,51041,"Chesterfield County, Virginia",total_land,122555,7100,115455,0.05793317286,0.9420668271,5.8,94.2
1730,51057,"Essex County, Virginia",total_land,5757,4526,1231,0.7861733542,0.2138266458,78.6,21.4
1731,51045,"Craig County, Virginia",total_land,2809,2809,0,1,0,100,0
1732,51047,"Culpeper County, Virginia",total_land,17657,10673,6984,0.6044628193,0.3955371807,60.4,39.6
1733,51049,"Cumberland County, Virginia",total_land,4626,4418,208,0.9550367488,0.04496325119,95.5,4.5
1734,51051,"Dickenson County, Virginia",total_land,7579,7579,0,1,0,100,0
1735,51053,"Dinwiddie County, Virginia",total_land,11422,8407,3015,0.7360357205,0.2639642795,73.6,26.4
1736,20181,"Sherman County, Kansas",total_land,3148,740,2408,0.2350698856,0.7649301144,23.5,76.5
1737,20183,"Smith County, Kansas",total_land,2232,2232,0,1,0,100,0
1738,20185,"Stafford County, Kansas",total_land,2319,2319,0,1,0,100,0
1739,20209,"Wyandotte County, Kansas",total_land,66747,3953,62794,0.05922363552,0.9407763645,5.9,94.1
1740,20189,"Stevens County, Kansas",total_land,2306,738,1568,0.3200346921,0.6799653079,32,68
1741,20191,"Sumner County, Kansas",total_land,10865,6687,4178,0.6154624942,0.3845375058,61.5,38.5
1742,20193,"Thomas County, Kansas",total_land,3536,1071,2465,0.3028846154,0.6971153846,30.3,69.7
1743,20195,"Trego County, Kansas",total_land,1682,1682,0,1,0,100,0
1744,20197,"Wabaunsee County, Kansas",total_land,3227,3227,0,1,0,100,0
1745,20199,"Wallace County, Kansas",total_land,781,781,0,1,0,100,0
1746,20201,"Washington County, Kansas",total_land,2955,2955,0,1,0,100,0
1747,20203,"Wichita County, Kansas",total_land,1054,1054,0,1,0,100,0
1748,20207,"Woodson County, Kansas",total_land,2022,2022,0,1,0,100,0
1749,20205,"Wilson County, Kansas",total_land,4682,3440,1242,0.7347287484,0.2652712516,73.5,26.5
1750,21011,"Bath County, Kentucky",total_land,5405,5405,0,1,0,100,0
1751,21003,"Allen County, Kentucky",total_land,9307,7262,2045,0.7802729129,0.2197270871,78,22
1752,21007,"Ballard County, Kentucky",total_land,3885,3885,0,1,0,100,0
1753,21013,"Bell County, Kentucky",total_land,13154,7967,5187,0.6056712787,0.3943287213,60.6,39.4
1754,21005,"Anderson County, Kentucky",total_land,9127,3762,5365,0.412183631,0.587816369,41.2,58.8
1755,21001,"Adair County, Kentucky",total_land,8568,6667,1901,0.7781279178,0.2218720822,77.8,22.2
1756,21009,"Barren County, Kentucky",total_land,19188,11720,7468,0.6107984157,0.3892015843,61.1,38.9
1757,21015,"Boone County, Kentucky",total_land,46154,6102,40052,0.1322095593,0.8677904407,13.2,86.8
1758,21019,"Boyd County, Kentucky",total_land,21803,5104,16699,0.2340962253,0.7659037747,23.4,76.6
1759,21021,"Boyle County, Kentucky",total_land,12312,4136,8176,0.3359324237,0.6640675763,33.6,66.4
1760,21017,"Bourbon County, Kentucky",total_land,8927,3924,5003,0.4395653635,0.5604346365,44,56
1761,39167,"Washington County, Ohio",total_land,28367,15556,12811,0.5483836853,0.4516163147,54.8,45.2
1762,40011,"Blaine County, Oklahoma",total_land,5193,3722,1471,0.7167340651,0.2832659349,71.7,28.3
1763,21025,"Breathitt County, Kentucky",total_land,6231,5.00E+03,1231,0.8024394158,0.1975605842,80.2,19.8
1764,21027,"Breckinridge County, Kentucky",total_land,10630,10630,0,1,0,100,0
1765,39169,"Wayne County, Ohio",total_land,45847,21060,24787,0.4593539381,0.5406460619,45.9,54.1
1766,39171,"Williams County, Ohio",total_land,16668,10235,6433,0.6140508759,0.3859491241,61.4,38.6
1767,39173,"Wood County, Ohio",total_land,53376,15260,38116,0.285896283,0.714103717,28.6,71.4
1768,39175,"Wyandot County, Ohio",total_land,9870,5350,4520,0.5420466059,0.4579533941,54.2,45.8
1769,40001,"Adair County, Oklahoma",total_land,9142,7557,1585,0.826624371,0.173375629,82.7,17.3
1770,40003,"Alfalfa County, Oklahoma",total_land,2763,2763,0,1,0,100,0
1771,40007,"Beaver County, Oklahoma",total_land,2670,2670,0,1,0,100,0
1772,40005,"Atoka County, Oklahoma",total_land,6312,6312,0,1,0,100,0
1773,40009,"Beckham County, Oklahoma",total_land,9647,3408,6239,0.3532704468,0.6467295532,35.3,64.7
1774,40013,"Bryan County, Oklahoma",total_land,19586,12257,7329,0.6258041458,0.3741958542,62.6,37.4
1775,40015,"Caddo County, Oklahoma",total_land,13141,10659,2482,0.8111254851,0.1888745149,81.1,18.9
1776,40023,"Choctaw County, Oklahoma",total_land,7521,5043,2478,0.6705225369,0.3294774631,67.1,32.9
1777,40025,"Cimarron County, Oklahoma",total_land,1587,1587,0,1,0,100,0
1778,40029,"Coal County, Oklahoma",total_land,2810,2810,0,1,0,100,0
1779,40031,"Comanche County, Oklahoma",total_land,50739,10383,40356,0.2046354875,0.7953645125,20.5,79.5
1780,40021,"Cherokee County, Oklahoma",total_land,21455,13464,7991,0.6275460266,0.3724539734,62.8,37.2
